X,Y,FID,FAC_NAME,NAME,ADDRESS,CITY_STATE_ZIP,CITY,STATE,ZIP,OPERATING_STATUS,MEDICARE,MEDICARE_ID,MEDICAID,MEDICAID_ID,CERTIFIED_TOTAL_BEDS,COUNTY,ADMIN,PHONE,EMERGENCY_CONTACT,EMERGENCY_PHONE,EMERGENCY_FAX,EMERGENCY_EMAIL,DATE_GEOCODED,SOURCE,GEO_TRACT,GEO_COUNTY,GEO_ZIP,FACTYPE,SYMBOL,Latitude,Longitude,TYPE
-11698354.2257,4889854.8687,2120,ELEVATE HOME CARE (04Z850),ELEVATE HOME CARE,310 LASHLEY ST STE 109,"LONGMONT, CO   80504",LONGMONT,CO,80504,01-ACTIVE,N,,N,,0/0,WELD,Mr BROC WALLACE,(303) 357-5631,,,(720) 204-1713,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08013013402,BOULDER,80504,Home Health Agency - HCA license - personal care homemaker,Home Health,40.164356,-105.088104,HCA-PHS
-11698354.2257,4889854.8687,2121,ELEVATE HOME CARE (04J807),ELEVATE HOME CARE,310 LASHLEY ST SUITE 109,"LONGMONT, CO   80504",LONGMONT,CO,80504,01-ACTIVE,N,,N,,0/0,WELD,Mr BROC WALLACE,(303) 357-5631,,,(720) 204-1713,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08013013402,BOULDER,80504,Home Care Agency - In-Home Support Services,Home Health,40.164356,-105.088104,HCA-IHSS
-11695486.9696,4893326.3214,2122,LONGMONT SMART HOME (05R712),LONGMONT SMART HOME,1608 OTIS DRIVE,"LONGMONT, CO   80510",LONGMONT,CO,80510,01-ACTIVE,N,,N,,6/6,ADAMS,Ms LAUREL ROCHESTER,(303) 665-7789,,,(303) 604-5431,lrochester@imaginecolorado.org,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08013013508,BOULDER,80504,Residential Care Facility for persons with developmental disabilities,Disability Care,40.188183,-105.062347,RCF-DD
-11696718.4971,4891847.2318,2123,PLAN B HOME CARE SERVICES INC (04W269),PLAN B HOME CARE SERVICES INC,1209 TRAIL RIDGE ROAD,"LONGMONT, CO   80501",LONGMONT,CO,80501,01-ACTIVE,N,,N,,0/0,BOULDER,Ms ARMIDA FIERRO,(720) 652-9078,,,(720) 204-6069,planbhomecare1630@msn.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08013013508,BOULDER,80504,Home Health Agency - Licensed only,Home Health,40.178032,-105.07341,HCA-LIC
-11682203.1034,4882145.6005,2124,PLAN DE SALUD DEL VALLE (CO4Q5D),PLAN DE SALUD DEL VALLE,"5995 IRIS PARKWAY, POST OFFICE BOX 189","FREDERICK, CO   80530",FREDERICK,CO,80530,01-ACTIVE,Y,061809,N,,0/0,,,(303) 833-2050,,,,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08123002013,WELD,80504,Federally Qualified Health Center,FQHC,40.111412,-104.943016,FQHC
-11682206.5543,4882129.4439,2125,KIDNEY CENTER OF FREDERICK (12Q176),KIDNEY CENTER OF FREDERICK,5992 IRIS PKWY,"FIRESTONE, CO   80504",FIRESTONE,CO,80504,01-ACTIVE,Y,062590,N,,0/13,WELD,Ms SUZANNE MONTOVER,(303) 833-1381,,(303) 827-4170,(303) 833-1382,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08123002013,WELD,80504,End Stage Renal Disease Facility,End Stage Renal Disease,40.111301,-104.943047,ESRD
-11685399.8652,4883064.0954,2126,DITTY MUSIC THERAPY LLC (10D508),DITTY MUSIC THERAPY LLC,8019 RASPBERRY DR,"FREDERICK, CO   80504",FREDERICK,CO,80504,01-ACTIVE,N,,N,,0/0,ADAMS,Ms JESSICA DITTY,(970) 213-4163,,,,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08123002012,WELD,80504,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,40.117722,-104.971733,HCBS-IDD
-11686230.5313,4887746.8332,2127,INSPIRING TALKERS LLC (04A932),INSPIRING TALKERS LLC,10184 E I-25 FRONTAGE RD,"FIRESTONE, CO   80504",FIRESTONE,CO,80504,01-ACTIVE,N,,N,,0/0,WELD,Ms BRANDILYNN GREIG,(720) 378-6670,,,(303) 557-9701,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08123002019,WELD,80504,Home Health Agency - HHA license only - not certification eligible,Home Health,40.149883,-104.979195,HHA-LNCE
-11684118.2439,4888047.8704,2128,ELEVATED SUPPORTS (10J160),ELEVATED SUPPORTS,10434 BLUEGRASS STREET,"FIRESTONE, CO   80504",FIRESTONE,CO,80504,01-ACTIVE,N,,N,,0/0,WELD,Ms NICOLE NEWSOM,(720) 256-5191,,,(303) 888-8888,nnewsom1@gmail.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08123002019,WELD,80504,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,40.15195,-104.96022,HCBS-IDD
-11698128.3585,4910972.2608,2129,BERTHOUD LIVING CENTER (020388),BERTHOUD LIVING CENTER,855 FRANKLIN AVE,"BERTHOUD, CO   80513",BERTHOUD,CO,80513,01-ACTIVE,Y,065265,Y,45303762,73/73,LARIMER,Mr DANIEL BALLI,(970) 532-2632,Sacara Brooks,(913) 709-8193,(970) 532-0602,"ambatdorf@savasc.com; Admin: daahrens@savasc.com",March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069002700,LARIMER,80513,Nursing Home,Assisted Living Residence/Nursing Home,40.30917,-105.086075,S/NF DP
-11696807.664,4912325.0077,2130,APPLELEAF ASSISTED LIVING (23P892),APPLELEAF ASSISTED LIVING,1328 FIRST STREET,"BERTHOUD, CO   80513",BERTHOUD,CO,80513,01-ACTIVE,N,,Y,47482567,8/12,LARIMER,MR JAMES SEVY,(970) 532-2600,Peter Sevy,(970) 227-0848,(970) 532-2600,jpsevy@msn.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069002700,LARIMER,80513,Assisted Living Residence,Assisted Living Residence/Nursing Home,40.318436,-105.074211,ALR/ACF
-11724694.421,4932265.4762,2131,KIMBERLY BESSETTE MA BCBA (10Z791),KIMBERLY BESSETTE MA BCBA,122 GALENA COURT,"DRAKE, CO   80515",DRAKE,CO,80515,01-ACTIVE,N,,N,,0/0,LARIMER,Ms KIMBERLY BESSETTE,(970) 631-5241,,,,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069001903,LARIMER,80515,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,40.454876,-105.324722,HCBS-IDD
-11695706.1577,4871997.0274,2132,PEOPLE FIRST (10Y758),PEOPLE FIRST,1005 STANLEY COURT,"ERIE, CO   80516",ERIE,CO,80516,01-ACTIVE,N,,Y,64938824,0/0,BOULDER,Mr JIM KELLER,(303) 513-8176,Jim Keller,(303) 513-8176,,jimkeller@peoplefirstboulder.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08013012800,BOULDER,80516,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,40.041653,-105.064316,HCBS-IDD
-11695966.8679,4870863.7977,2133,WILD SUN BEHAVIORAL SERVICES LLC (10Y684),WILD SUN BEHAVIORAL SERVICES LLC,707 STARKEY CT,"ERIE, CO   80516",ERIE,CO,80516,01-ACTIVE,N,,N,,0/0,BOULDER,Mr DANIEL KURTY,(720) 849-2668,,,(720) 787-4192,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08013012800,BOULDER,80516,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,40.033859,-105.066658,HCBS-IDD
-11686793.5853,4877938.2071,2134,FRONT RANGE HOSPICE & PALLIATIVE CARE (17C957),FRONT RANGE HOSPICE & PALLIATIVE CARE,"3770 PURITAN WY, UNIT E","Frederick, CO   80516",Frederick,CO,80516,01-ACTIVE,Y,061561,Y,21486271,0/0,WELD,Ms PAMELA WARE,(303) 957-3101,Pam Ware,(303) 265-1802,(303) 957-3113,pam.ware@frhospice.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08123002009,WELD,80516,Hospice (Medicare),Hospice,40.0825,-104.984253,HOSPICE
-11684740.1859,4878832.8853,2135,CENTURA HEALTH EMERGENCY & URGENT CARE INDIAN PEAKS (18E994),CENTURA HEALTH EMERGENCY & URGENT CARE INDIAN PKS,"4943 HWY 52, STE 100","FREDERICK, CO   80530",FREDERICK,CO,80530,01-ACTIVE,N,,N,,0/10,WELD,Ms DEBRA CARPENTER,(303) 925-4840,Linda Hills,(303) 269-2714,(303) 925-4841,kpatel@larkingroup.org,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08123002012,WELD,80516,Community Clinic/Emergency,Clinic,40.088649,-104.965807,CCEC
-11691626.9662,4866320.8382,2136,CHARLESTON ASSISTED LIVING (23K101),CHARLESTON ASSISTED LIVING,2866 IRONWOOD CIRCLE,"ERIE, CO   80516",ERIE,CO,80516,01-ACTIVE,N,,N,,0/8,BOULDER,Ms LISA FOSTER,(720) 883-5661,Lisa Foster,,,lisa.charlestonal@gmail.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08123002008,WELD,80516,Assisted Living Residence,Assisted Living Residence/Nursing Home,40.002605,-105.027672,ALRONLY
-11745780.8929,4920192.167,2137,PROSPECT PARK LIVING CENTER (020396),PROSPECT PARK LIVING CENTER,555 PROSPECT AVENUE,"ESTES PARK, CO   80517",ESTES PARK,CO,80517,01-ACTIVE,Y,065185,Y,5655717,52/52,LARIMER,Ms JULIE LEE,(970) 586-8103,Larry Leaming CEO,(970) 577-4470,(970) 577-4324,Admin brichardson@epmedcenter.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069002802,LARIMER,80517,Nursing Home,Assisted Living Residence/Nursing Home,40.372299,-105.514145,SNF/NF
-11745780.8929,4920192.167,2138,ESTES PARK HEALTH HOME HEALTH CARE (040307),ESTES PARK HEALTH HOME HEALTH CARE,555 PROSPECT AVE,"ESTES PARK, CO   80517",ESTES PARK,CO,80517,01-ACTIVE,Y,067144,Y,5700695,0/0,LARIMER,Ms SARAH BOSKO,(970) 586-2273,Sarah Bosko,(970) 586-2273,(970) 586-3895,sbosko@epmedcenter.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069002802,LARIMER,80517,Home Health Agency - Medicare/Medicaid,Home Health,40.372299,-105.514145,HHA-1819
-11745780.8929,4920192.167,2139,ESTES PARK MEDICAL CENTER (010302),ESTES PARK MEDICAL CENTER,555 PROSPECT AVE,"ESTES PARK, CO   80517",ESTES PARK,CO,80517,01-ACTIVE,Y,061312,Y,5088000,23/23,LARIMER,Mr LARRY LEAMING,(970) 577-4470,Erin Wooley,(970) 577-4589,(970) 586-9514,Janet Zeschin 970-576-4010,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069002802,LARIMER,80517,Critical Access Hospital,Hospital,40.372299,-105.514145,HOSP-CAH
-11745780.8929,4920192.167,2140,ESTES PARK HEALTH HOME CARE (1003VR),ESTES PARK HEALTH HOME CARE,555 PROSPECT AVE,"ESTES PARK, CO   80517",ESTES PARK,CO,80517,01-ACTIVE,N,,Y,90938330,0/0,LARIMER,SARAH BOSKO,(970) 586-2273,Sarah Bosko,(970) 372-7970,(970) 586-3895,sbosko@epmedcenter.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069002802,LARIMER,80517,Home Health Agency - HCA license - personal care homemaker,Home Health,40.372299,-105.514145,HCA-PHS
-11745780.8929,4920192.167,2141,ESTES PARK HEALTH HOSPICE (170389),ESTES PARK HEALTH HOSPICE,555 PROSPECT AVE,"ESTES PARK, CO   80517",ESTES PARK,CO,80517,01-ACTIVE,Y,061523,Y,5800180,0/0,LARIMER,Ms SARAH BOSKO,(970) 586-2273,Sarah Bosko,,(970) 586-3895,sbosko@epmedcenter.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069002802,LARIMER,80517,Hospice (Medicare),Hospice,40.372299,-105.514145,HOSPICE
-11743451.1986,4922893.0724,2142,GOOD SAMARITAN SOCIETY ESTES PARK VILLAGE (23L115),GOOD SAMARITAN SOCIETY ESTES PARK VILLAGE,1901 PTARMIGAN TRAIL,"ESTES PARK, CO   80517",ESTES PARK,CO,80517,01-ACTIVE,N,,Y,90221249,0/30,LARIMER,Ms CAROL WHEELER,(970) 577-7700,Julie Lee,(970) 481-5486,(970) 586-4785,jlee1@good-sam.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069002801,LARIMER,80517,Assisted Living Residence,Assisted Living Residence/Nursing Home,40.390781,-105.493217,ALRONLY
-11745843.6771,4921221.7614,2143,PLAN DE SAULD DEL VALLE - ESTES PARK CENTER (COZO0N),PLAN DE SAULD DEL VALLE - ESTES PARK CENTER,"541 BIG THOMPSON AV, SUITE B, POB 2805","ESTES PARK, CO   80517",ESTES PARK,CO,80517,01-ACTIVE,Y,061864,N,,0/0,LARIMER,,(970) 586-9230,,,,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069002801,LARIMER,80517,Federally Qualified Health Center,FQHC,40.379345,-105.514709,FQHC
-11699038.8406,4952620.0071,2144,"SHINE, LLC (10R607)","SHINE, LLC",513 WEST ST.,"FORT COLLINS, CO   80521",FORT COLLINS,CO,80521,01-ACTIVE,N,,Y,91530385,0/0,LARIMER,Ms REBECCA EDEN,(720) 280-2323,Rebecca Eden,(720) 280-2323,,shinewithbecky@yahoo.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069000202,LARIMER,80521,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,40.593864,-105.094254,HCBS-IDD
-11703120.481,4948795.6625,2145,LIVE TO ASSIST (230314),LIVE TO ASSIST,2914 W PROSPECT,"FORT COLLINS, CO   80526",FORT COLLINS,CO,80526,01-ACTIVE,N,,N,,0/8,LARIMER,Ms MICHELLE WESTERMAN,(970) 224-1400,Michelle Westerman,(720) 329-7933,(970) 224-1400,livetoassistllc@gmail.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069000506,LARIMER,80521,Assisted Living Residence,Assisted Living Residence/Nursing Home,40.567772,-105.13092,ALRONLY
-11697527.9011,4952210.1217,2146,EVERGREEN HOME HEALTHCARE LLC (04S292),EVERGREEN HOME HEALTHCARE LLC,301 N HOWES ST STE 110,"FORT COLLINS, CO   80521",FORT COLLINS,CO,80521,01-ACTIVE,Y,067477,Y,96136260,0/0,LARIMER,Ms KELLY FRENCH,(970) 416-6481,Heather Steenrod,(970) 416-6481,(970) 226-0290,kfrench@evergreenhhc.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069000100,LARIMER,80521,Home Health Agency - Medicare/Medicaid,Home Health,40.591068,-105.080681,HHA-1819
-11697527.9011,4952210.1217,2147,EVERGREEN HOME HEALTHCARE LLC (04D400),EVERGREEN HOME  HEALTHCARE LLC,301 N HOWES ST STE 110,"FORT COLLINS, CO   80521",FORT COLLINS,CO,80521,01-ACTIVE,N,,N,,0/0,LARIMER,Ms KELLY FRENCH,(970) 416-6481,,,(970) 226-0290,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069000100,LARIMER,80521,Home Health Agency - HCA license - personal care homemaker,Home Health,40.591068,-105.080681,HCA-PHS
-11697527.9011,4952210.1217,2148,EVERGREEN HOME HEALTHCARE LLC (04P633),EVERGREEN HOME HEALTHCARE LLC,301 N HOWES ST STE 110,"FORT COLLINS, CO   80521",FORT COLLINS,CO,80521,01-ACTIVE,N,,N,,0/0,LARIMER,Ms KELLY FRENCH,(970) 416-6481,,,(970) 226-0290,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069000100,LARIMER,80521,Home Care Agency - In-Home Support Services,Home Health,40.591068,-105.080681,HCA-IHSS
-11697415.0454,4950087.172,2149,COLORADO STATE UNIVERSITY OT DEPARTMENT CENTER FOR COMMUNITY PARTNERSHIPS (10K819),COLORADO STATE UNIVERSITY OT DEPARTMENT CENTER FOR,320 OCCUPATIONAL THERAPY BLDG,"FORT COLLINS, CO   80523",FORT COLLINS,CO,80523,01-ACTIVE,N,,N,,0/0,LARIMER,Ms STACEY NICHOLS,(970) 491-0225,Cathy Schelly,(970) 491-0225,,cschelly@cahs.colostate.edu,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069000600,LARIMER,80523,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,40.5765845999999,-105.0796672,HCBS-IDD
-11692019.3674,4948719.0208,2150,ORTHOPAEDIC & SPINE CENTER OF THE ROCKIES-ASC (160343),ORTHOPAEDIC & SPINE  CENTER OF THE ROCKIES-ASC,2500 E PROSPECT RD,"FORT COLLINS, CO   80525",FORT COLLINS,CO,80525,01-ACTIVE,Y,06C0001022,Y,4510152,0/0,LARIMER,Ms KAREN BEAUGH (ADMIN),(970) 493-4010,Karen Beaugh,(970) 672-6639,(970) 419-7151,bhardes@orthohealth.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069001601,LARIMER,80524,Ambulatory Surgical Center,Surgery or Transplant,40.567249,-105.031197,ASC
-11692588.3214,4948751.9927,2151,SENIORS HELPING SENIORS OF NORTHERN COLORADO (04N661),SENIORS HELPING SENIORS OF NORTHERN COLORADO,2290 E PROSPECT RD STE 6,"FORT COLLINS, CO   80525",FORT COLLINS,CO,80525,01-ACTIVE,N,,N,,0/0,LARIMER,Ms CHRISTINE SALDANHA,(970) 631-8251,Linda Gabel,(970) 217-0467,(970) 673-1139,shsnorthernco@gmail.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069001601,LARIMER,80524,Home Health Agency - HCA license - personal care homemaker,Home Health,40.567474,-105.036308,HCA-PHS
-11692019.3674,4948719.0208,2152,ORTHOPAEDIC & SPINE CENTER OF THE ROCKIES-CONV CTR (360343),ORTHOPAEDIC & SPINE CENTER OF THE ROCKIES-CONV CTR,2500 E PROSPECT RD,"FORT COLLINS, CO   80525",FORT COLLINS,CO,80525,01-ACTIVE,N,,N,,0/10,LARIMER,Ms KAREN BEAUGH (ADMIN),(800) 722-7441,Mike Bergerson,(970) 214-0626,(970) 419-7160,bhardes@orthohealth.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069001601,LARIMER,80524,Convalescent Center,Rehabilitaton or Recovery,40.567249,-105.031197,CONV
-11693245.663,4955153.7315,2153,MONARCH GREENS ASSISTED LIVING (23E478),MONARCH GREENS ASSISTED LIVING,1725 LAKEVIEW DRIVE,"FORT COLLINS, CO   80524",FORT COLLINS,CO,80524,01-ACTIVE,N,,N,,0/8,LARIMER,Ms MELISA ELLIS,(970) 449-5644,MeLisa Schoeppler,(303) 242-2521,(970) 449-5645,melisa@ahome4life.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069001307,LARIMER,80524,Assisted Living Residence,Assisted Living Residence/Nursing Home,40.611145,-105.042213,ALRONLY
-11686476.77,4953555.214,2154,EAGLES NEST ASSISTED LIVING LLC (23Z318),EAGLES NEST ASSISTED LIVING LLC,1026 SALMON RUN,"FORT COLLINS, CO   80524",FORT COLLINS,CO,80524,01-ACTIVE,N,,N,,0/8,LARIMER,Mr SCOTT WILLIAMS,(970) 493-1073,Scott WIlliams,(970) 231-6942,(970) 416-5708,scott@eaglesnestal.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069002501,LARIMER,80524,Assisted Living Residence,Assisted Living Residence/Nursing Home,40.600243,-104.981407,ALRONLY
-11687288.7344,4950849.0909,2155,CONNECT GROW THRIVE (10F533),CONNECT GROW THRIVE,4709 SPRINGER DRIVE,"FORT COLLINS, CO   80524",FORT COLLINS,CO,80524,01-ACTIVE,N,,N,,0/0,LARIMER,Ms NYCOLE VANWYHE,(970) 484-9005,,,,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069002501,LARIMER,80524,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,40.581783,-104.988701,HCBS-IDD
-11696715.9368,4959258.2567,2156,TERRY LAKE ASSISTED LIVING (23Q699),TERRY LAKE ASSISTED LIVING,3629 WOODRIDGE ROAD,"FORT COLLINS, CO   80524",FORT COLLINS,CO,80524,01-ACTIVE,N,,N,,0/8,LARIMER,Mr. TODD ROBBINS,(970) 493-1235,Todd Robbins,(970) 484-1299,(970) 472-0288,TerryLakeAL@gmail.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069001308,LARIMER,80524,Assisted Living Residence,Assisted Living Residence/Nursing Home,40.63913,-105.073387,ALRONLY
-11692865.1729,4956584.1433,2157,TURNBERRY PLACE ASSISTED LIVING (23Y394),TURNBERRY PLACE ASSISTED LIVING,2401 TURNBERRY ROAD,"FORT COLLINS, CO   80524",FORT COLLINS,CO,80524,01-ACTIVE,N,,N,,0/8,LARIMER,Ms RACHEL ROBERTSON,(970) 482-2215,Rachel Robertson,(970) 692-3850,(970) 484-8887,redrmr@yahoo.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069001308,LARIMER,80524,Assisted Living Residence,Assisted Living Residence/Nursing Home,40.620899,-105.038795,ALRONLY
-11692717.452,4957394.9103,2158,TANDEM EMPLOYMENT SERVICES INC (10F742),TANDEM EMPLOYMENT SERVICES INC,2139 BOWSIDE DR,"FORT COLLINS, CO   80524",FORT COLLINS,CO,80524,01-ACTIVE,N,,N,,0/0,LARIMER,Mr GABRIEL VALLES,(970) 833-1211,,,,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069001308,LARIMER,80524,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,40.626427,-105.037468,HCBS-IDD
-11694979.1301,4949728.1596,2159,FORT COLLINS HEALTH CARE CENTER (020395),FORT COLLINS HEALTH CARE CENTER,1000 S LEMAY AVE,"FORT COLLINS, CO   80524",FORT COLLINS,CO,80524,01-ACTIVE,Y,065166,Y,34432850,83/83,LARIMER,Mr TIMOTHY PATRICK PIERZ,(970) 482-7925,Timothy Pierz,(970) 451-1835,(970) 493-1686,"jsreaume@SavaSC.com; Admin tppierz@savasc.com",March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069000802,LARIMER,80524,Nursing Home,Assisted Living Residence/Nursing Home,40.574135,-105.057785,SNF/NF
-11694585.9496,4949694.5982,2160,REHABILITATION AND NURSING CENTER OF THE ROCKIES (020325),REHABILITATION AND NURSING CENTER OF THE ROCKIES,1020 PATTON ST,"FORT COLLINS, CO   80524",FORT COLLINS,CO,80524,01-ACTIVE,Y,065192,Y,73787868,96/96,LARIMER,Mr ANTHONY HANLON,(970) 484-7981,Anthony Hanlon,(970) 396-7308,(970) 484-8103,Thanlon@RNCRhealth.org,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069000802,LARIMER,80524,Nursing Home,Assisted Living Residence/Nursing Home,40.573906,-105.054253,SNF/NF
-11694327.6884,4949742.0826,2161,ANDERSON PODIATRY CENTER SURGERY (1603B6),ANDERSON PODIATRY CENTER SURGERY,1355 RIVERSIDE AVE STE B,"FORT COLLINS, CO   80524",FORT COLLINS,CO,80524,01-ACTIVE,Y,06C0001043,Y,4510368,0/0,LARIMER,Ms ADRIANN ANDERSON,(970) 449-8480,Adriann Anderson x118,(970) 227-3087,(970) 407-1194,aanderson@pufac.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069000802,LARIMER,80524,Ambulatory Surgical Center,Surgery or Transplant,40.57423,-105.051933,ASC
-11694982.581,4948700.1169,2162,SURGERY CENTER OF FT COLLINS (1603UT),SURGERY CENTER OF FT COLLINS,1100 E PROSPECT RD,"FORT COLLINS, CO   80525",FORT COLLINS,CO,80525,01-ACTIVE,Y,06C0001025,Y,95038337,0/0,LARIMER,Ms BRENDA CORDLE,(970) 494-4800,Brenda Cordle,(970) 443-0735,(970) 493-2380,tengel@surgerycenterftcollins.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069000802,LARIMER,80524,Ambulatory Surgical Center,Surgery or Transplant,40.56712,-105.057816,ASC
-11694979.1301,4949672.1751,2163,POUDRE VALLEY HOSPITAL (010305),POUDRE VALLEY HOSPITAL,1024 S LEMAY AVE,"FORT COLLINS, CO   80524",FORT COLLINS,CO,80524,01-ACTIVE,Y,060010,Y,5010004,255/255,LARIMER,Dr KEVIN UNGER,(970) 495-7000,Tim Kippert,(970) 988-5324,(970) 495-7663,tbk@pvhs.org,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069000802,LARIMER,80524,Hospital,Hospital,40.573753,-105.057785,HOSP-ACU
-11694478.8603,4949819.3185,2164,ABILITY IN MOTION LLC (10K820),ABILITY IN MOTION LLC,1301 RIVERSIDE AVE STE 2,"FORT COLLINS, CO   80524",FORT COLLINS,CO,80524,01-ACTIVE,N,,Y,9032550,0/0,LARIMER,Mr RYAN DAVENPORT,(970) 632-5083,Ryan Davenport,(970) 218-1898,(970) 797-1350,abilityinmotion@gmail.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069000802,LARIMER,80524,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,40.574757,-105.053291,HCBS-IDD
-11694674.226,4950045.7536,2165,SUMMITSTONE HEALTH PARTNERS COMMUNITY CLINIC (18D884),SUMMITSTONE HEALTH PARTNERS COMMUNITY CLINIC,1217 RIVERSIDE AVE,"FORT COLLINS, CO   80524",FORT COLLINS,CO,80524,01-ACTIVE,N,,N,,0/10,LARIMER,CASSIE DAMATO,(970) 494-5799,Stephanie Madsen-Pixler,(970) 217-1478,(970) 221-7114,stephanie.madsen-pix@summitstonehealth.org,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069000802,LARIMER,80524,Community Clinic,Clinic,40.576302,-105.055046,CCCSC
-11694478.8603,4949819.3185,2166,ABILITY IN MOTION LLC (04C882),ABILITY IN MOTION LLC,1301 RIVERSIDE AVE STE 2,"FORT COLLINS, CO   80524",FORT COLLINS,CO,80524,01-ACTIVE,N,,N,,0/0,LARIMER,Mr RYAN DAVENPORT,(970) 632-0583,,,(970) 797-1350,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069000802,LARIMER,80524,Home Health Care - Persons with intellectual and developmental disabilities,Home Health,40.574757,-105.053291,HCA-IDD
-11695166.8147,4949731.5305,2167,GOLDEN PEAKS CENTER (020367),GOLDEN PEAKS CENTER,1005 E ELIZABETH ST,"FORT COLLINS, CO   80524",FORT COLLINS,CO,80524,01-ACTIVE,Y,065257,Y,1404849,60/60,LARIMER,Ms MEGAN HOWARD,(970) 482-2525,Dontre McDonald,(316) 207-6800,(970) 482-1138,"kailey.mcnerney@genesishcc.com; daniel.balli@genesishcc.com",March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069000801,LARIMER,80524,Nursing Home,Assisted Living Residence/Nursing Home,40.574158,-105.059471,SNF/NF
-11695112.4908,4949635.3896,2168,CHILL LLC (10C499),CHILL LLC,1021 ROBERTSON ST,"FORT COLLINS, CO   80524",FORT COLLINS,CO,80524,01-ACTIVE,N,,Y,73100331,0/0,LARIMER,Ms AMANDA SNOWDON,(970) 310-8572,Amanda Snowdon,(970) 310-8572,(970) 372-6464,amanda@chillllc.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069000801,LARIMER,80524,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,40.573502,-105.058983,HCBS-IDD
-11695112.4908,4949635.3896,2169,CHILL LLC (04Y393),CHILL LLC,1021 ROBERTSON ST,"FORT COLLINS, CO   80524",FORT COLLINS,CO,80524,01-ACTIVE,N,,N,,0/0,LARIMER,Ms AMANDA SNOWDON,(970) 310-8572,Amanda Snowdon,(970) 310-8572,(970) 372-6464,amanda@chillllc.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08069000801,LARIMER,80524,Home Health Care - Persons with intellectual and developmental disabilities,Home Health,40.573502,-105.058983,HCA-IDD
