X,Y,OBJECTID,RESOURCE_NAME,ADDRESS,CITY,STATE,ZIP,PHONE,MAP_NAME,DATE_GEOCODED,LONGITUDE,LATITUDE,COUNTY,GEO_ACCURACY
-102.122719,38.051552,267,Holly Sage,208 S Main Street,Holly,CO,81047,719-254-6018,Congregate Meal Sites,March 2017,-102.122719,38.051552,PROWERS COUNTY,MATCH
-103.541313,37.986938,268,La Junta Senior Center,102 E 2nd Street,La Junta,CO,81050,719-254-6018,Congregate Meal Sites,March 2017,-103.541313,37.986938,OTERO COUNTY,MATCH
-103.538788,37.984035,269,La Junta Housing,315 E 5th Street,La Junta,CO,81050,719-254-6018,Congregate Meal Sites,March 2017,-103.538788,37.984035,OTERO COUNTY,MATCH
-102.614647,38.088474,270,Lamar Sage,407 E Olive Street,Lamar,CO,81052,719-254-6018,Congregate Meal Sites,March 2017,-102.614647,38.088474,PROWERS COUNTY,MATCH
-103.237259,38.065891,271,Las Animas Sage,701 Park Avenue,Las Animas,CO,81054,719-254-6018,Congregate Meal Sites,March 2017,-103.237259,38.065891,BENT COUNTY,MATCH
-103.719452,38.055847,272,Rocky Ford Sage,503 9th Street,Rocky Ford,CO,81067,719-254-6018,Congregate Meal Sites,March 2017,-103.719452,38.055847,OTERO COUNTY,MATCH
-102.615166,37.4058,273,Springfield Senior Center,824 Kansas Street,Springfield,CO,81073,719-254-6018,Congregate Meal Sites,March 2017,-102.615166,37.4058,BACA COUNTY,MATCH
-102.622925,37.408154,274,Springfield West,680 West 6th Avenue,Springfield,CO,81073,719-254-6018,Congregate Meal Sites,March 2017,-102.622925,37.408154,BACA COUNTY,MATCH
-104.350212,38.239349,275,Avondale Community Center,409 2nd Lane,Avondale,CO,81022,719-545-8900,Congregate Meal Sites,March 2017,-104.350212,38.239349,PUEBLO COUNTY,MATCH
-104.989255,38.072966,276,Beulah Center,5903 Penn Ave,Beulah,CO,81023,719-545-8900,Congregate Meal Sites,March 2017,-104.989255,38.072966,PUEBLO COUNTY,MATCH
-104.860161,37.948654,277,Colorado City Community Center,5445 Cuerno Verde,Colorado City,CO,81019,719-545-8900,Congregate Meal Sites,March 2017,-104.860161,37.948654,PUEBLO COUNTY,MATCH
-104.61042,38.266819,278,JH Edwards Senior Center,230 N Union,Pueblo,CO,81003,719-545-8900,Congregate Meal Sites,March 2017,-104.61042,38.266819,PUEBLO COUNTY,MATCH
-104.58532,38.23851,279,Fulton Heights Center,1331 Santa Rosa,Pueblo,CO,81006,719-545-8900,Congregate Meal Sites,March 2017,-104.58532,38.23851,PUEBLO COUNTY,MATCH
-104.621727,38.262836,280,Mesa Towers,260 Lamar Ave,Pueblo,CO,81004,719-545-8900,Congregate Meal Sites,March 2017,-104.621727,38.262836,PUEBLO COUNTY,MATCH
-104.607391,38.280922,281,Mineral Palace,1441 N Santa Fe Ave,Pueblo,CO,81003,719-545-8900,Congregate Meal Sites,March 2017,-104.607391,38.280922,PUEBLO COUNTY,MATCH
-104.72966,38.306511,282,Pueblo West,230 E George Dr,Pueblo West,CO,81007,719-545-8900,Congregate Meal Sites,March 2017,-104.72966,38.306511,PUEBLO COUNTY,MATCH
-105.864624,37.472713,283,Alamosa Senior Center,92 Colorado Avenue,Alamosa,CO,81101,719-587-0807,Congregate Meal Sites,March 2017,-105.864624,37.472713,ALAMOSA COUNTY,MATCH
-106.00885,37.078121,284,Antonito Senior Center,701 Main Street,Antonito,CO,81120,719-376-2294,Congregate Meal Sites,March 2017,-106.00885,37.078121,CONEJOS COUNTY,MATCH
-105.519753,37.436504,285,Blanca/Ft Garland Community Center,17591 Highway 160,Blanca,CO,81123,719-379-3450,Congregate Meal Sites,March 2017,-105.519753,37.436504,COSTILLA COUNTY,MATCH
-106.108917,37.756409,286,Center Housing Authority,138 Worth Street,Center,CO,81125,719-754-2537,Congregate Meal Sites,March 2017,-106.108917,37.756409,RIO GRANDE COUNTY,MATCH
-106.353363,37.677273,287,Pioneer United Church,630 Spruce Street,Del Norte,CO,81132,719-657-3375,Congregate Meal Sites,March 2017,-106.353363,37.677273,RIO GRANDE COUNTY,MATCH
-105.960182,37.274986,288,Northerners Senior Center,413 Main Street,La Jara,CO,81140,719-274-4029,Congregate Meal Sites,March 2017,-105.960182,37.274986,CONEJOS COUNTY,MATCH
-106.148148,37.577702,289,Tri-County Senior Citizens Center,311 Washington Street,Monte Vista,CO,81144,719-852-2687,Congregate Meal Sites,March 2017,-106.148148,37.577702,RIO GRANDE COUNTY,MATCH
-106.139641,38.08559,290,Saguache Dept of Social Services,605 Christy Avenue,Saguache,CO,81149,719-966-2201,Congregate Meal Sites,March 2017,-106.139641,38.08559,SAGUACHE COUNTY,MATCH
-105.419389,37.209459,291,Costilla Senior Citizen Center,1101 Salazar,San Luis,CO,81152,719-672-3376,Congregate Meal Sites,March 2017,-105.419389,37.209459,COSTILLA COUNTY,MATCH
-107.63339,37.118385,292,Arboles Senior Center,,Arboles,CO,81121,970-563-3166,Congregate Meal Sites,March 2017,-107.63339,37.118385,ARCHULETA COUNTY,MATCH
-107.601837,37.222862,293,Bayfield Senior Center,111 West South Street,Bayfield,CO,81122,970-247-9136,Congregate Meal Sites,March 2017,-107.601837,37.222862,LA PLATA COUNTY,MATCH
-108.912803,37.772534,294,Dolores Senior Center,14018 Hwy 91,Cahone,CO,81320,970-562-4626,Congregate Meal Sites,March 2017,-108.912803,37.772534,DOLORES COUNTY,MATCH
-108.586586,37.350456,295,Cortez Senior Center,115 North Chestnut,Cortez,CO,81321,970-565-4166,Congregate Meal Sites,March 2017,-108.586586,37.350456,MONTEZUMA COUNTY,MATCH
-108.503578,37.472179,296,Dolores Meal Site,400 Riverside Ave,Dolores,CO,81323,970-565-4166,Congregate Meal Sites,March 2017,-108.503578,37.472179,MONTEZUMA COUNTY,MATCH
-108.904015,37.764233,297,First Baptist Church,303 N Main St,Dove Creek,CO,81324,970-562-4626,Congregate Meal Sites,March 2017,-108.904015,37.764233,DOLORES COUNTY,MATCH
-107.875008,37.290066,298,Durango Senior Center,2424 Main Street,Durango,CO,81301,970-247-9136,Congregate Meal Sites,March 2017,-107.875008,37.290066,LA PLATA COUNTY,MATCH
-107.633148,37.119228,299,SUCAP Senior Center,115 N Goodard,Ignacio,CO,,970-563-3166,Congregate Meal Sites,March 2017,-107.633148,37.119228,LA PLATA COUNTY,MATCH
-108.288292,37.342033,300,Mancos,141 E Montezuma,Mancos,CO,81328,970-565-4166,Congregate Meal Sites,March 2017,-108.288292,37.342033,MONTEZUMA COUNTY,MATCH
-107.009804,37.26181,301,Archuleta Senior Center,451 Hot Springs Blvd.,Pagosa Springs,CO,81147,970-264-2167,Congregate Meal Sites,March 2017,-107.009804,37.26181,ARCHULETA COUNTY,MATCH
-107.66497,37.811066,302,Brown Bear Caf‚,1129 Greene Street,Silverton,CO,81433,970-264-0501,Congregate Meal Sites,March 2017,-107.66497,37.811066,SAN JUAN COUNTY,MATCH
-107.925041,38.901566,303,Cedaredge Community Center,140 NW 2nd Street,Cedaredge,CO,81413,970-835-2672,Congregate Meal Sites,March 2017,-107.925041,38.901566,DELTA COUNTY,MATCH
-108.069565,38.743668,304,Delta Community Center,247 Meeker Street,Delta,CO,81416,970-835-2672,Congregate Meal Sites,March 2017,-108.069565,38.743668,DELTA COUNTY,MATCH
-107.723862,38.79995,305,Hotchkiss Senior Citizen Center,278 W Main Street,Hotchkiss,CO,81419,970-835-2672,Congregate Meal Sites,March 2017,-107.723862,38.79995,DELTA COUNTY,MATCH
-108.288773,38.129715,306,Norwood Community Center,1670 Naturita Street,Norwood,CO,81423,970-835-2672,Congregate Meal Sites,March 2017,-108.288773,38.129715,SAN MIGUEL COUNTY,MATCH
-108.545937,38.270393,307,Nucla-West End Senior Center,386 Main Street,Nucla,CO,81425,970-835-2672,Congregate Meal Sites,March 2017,-108.545937,38.270393,MONTROSE COUNTY,MATCH
-107.986542,38.606323,308,Olathe Community Center,105 Main Street,Olathe,CO,81425,970-835-2672,Congregate Meal Sites,March 2017,-107.986542,38.606323,MONTROSE COUNTY,MATCH
-107.598717,38.868626,309,Paonia Senior Citizen Center,106 Third Street,Paonia,CO,81428,970-835-2672,Congregate Meal Sites,March 2017,-107.598717,38.868626,DELTA COUNTY,MATCH
-107.219826,39.396893,310,Crystal Meadows Senior Housing,1250 Hendrick Drive,Carbondale,CO,81623,970-945-9191 xt 3061,Congregate Meal Sites,March 2017,-107.219826,39.396893,GARFIELD COUNTY,MATCH
-108.449371,39.088581,311,Clifton Hall,126 2nd Street,Clifton,CO,81520,970-243-9844 xt 3,Congregate Meal Sites,March 2017,-108.449371,39.088581,MESA COUNTY,MATCH
-107.962593,39.238796,312,Collbran Congregational Church,2003 High Street,Collbran,CO,81624,970-243-9844 xt 3,Congregate Meal Sites,March 2017,-107.962593,39.238796,MESA COUNTY,MATCH
-108.738258,39.162998,313,Fruita Community Center,324 N Coulson,Fruita,CO,81521,970-243-9844 xt 3,Congregate Meal Sites,March 2017,-108.738258,39.162998,MESA COUNTY,MATCH
-107.322693,39.53899,314,CMC Lucy Huntley Senior Center,1402 Blake Avenue,Glenwood Springs,CO,81601,970-945-9191 xt 3061,Congregate Meal Sites,March 2017,-107.322693,39.53899,GARFIELD COUNTY,MATCH
-107.320633,39.531197,315,Sunnyside Retirement Center,601 21st Street,Glenwood Springs,CO,81601,970-945-9191 xt 3061,Congregate Meal Sites,March 2017,-107.320633,39.531197,GARFIELD COUNTY,MATCH
-108.555321,39.088181,316,Monterey Park Apartments,999 Bookcliff,Grand Junction,CO,81501,970-243-9844 xt 3,Congregate Meal Sites,March 2017,-108.555321,39.088181,MESA COUNTY,MATCH
-108.570984,39.081455,317,Grand View Apartments,1501 N 1st Street,Grand Junction,CO,81501,970-243-9844 xt 3,Congregate Meal Sites,March 2017,-108.570984,39.081455,MESA COUNTY,MATCH
-108.558105,39.067265,318,Ratekin Towers Apartments,875 Main Street,Grand Junction,CO,81501,970-243-9844 xt 3,Congregate Meal Sites,March 2017,-108.558105,39.067265,MESA COUNTY,MATCH
-108.563545,39.07143,319,Senior Recreation Center,550 Ouray Ave,Grand Junction,CO,81501,970-243-9844 xt 3,Congregate Meal Sites,March 2017,-108.563545,39.07143,MESA COUNTY,MATCH
-107.263123,40.491875,320,Hayden Nutrition Site - American Legion,220 South Third,Hayden,CO,81639,970-879-0633,Congregate Meal Sites,March 2017,-107.263123,40.491875,ROUTT COUNTY,MATCH
-107.908272,40.038361,321,Chuckwagon,200 Main Street,Meeker,CO,81641,970-878-4980,Congregate Meal Sites,March 2017,-107.908272,40.038361,RIO BLANCO COUNTY,MATCH
-108.139297,39.164505,322,Mesa Community Center,48973 KE Road,Mesa,CO,81643,970-243-9844 xt 3,Congregate Meal Sites,March 2017,-108.139297,39.164505,MESA COUNTY,MATCH
-107.535515,39.579659,323,Castle Valley Senior Housing,201 Castle Valley Blvd,New Castle,CO,81647,970-945-9191 xt 3061,Congregate Meal Sites,March 2017,-107.535515,39.579659,GARFIELD COUNTY,MATCH
-106.954041,40.275002,324,South Routt Community Center,227 Dodge Avenue,Oak Creek,CO,80467,970-879-0633,Congregate Meal Sites,March 2017,-106.954041,40.275002,ROUTT COUNTY,MATCH
-108.351212,39.106182,325,Community Center,120 W 8th Street,Palisade,CO,81526,970-243-9844 xt 3,Congregate Meal Sites,March 2017,-108.351212,39.106182,MESA COUNTY,MATCH
-108.059219,39.456432,326,Parachute Valley Senior Center,540 N Parachute Avenue,Parachute,CO,81635,970-945-9191 xt 3061,Congregate Meal Sites,March 2017,-108.059219,39.456432,GARFIELD COUNTY,MATCH
-108.804085,40.090515,327,Radino Senior Center,400 White Avenue,Rangely,CO,81648,970-878-4980,Congregate Meal Sites,March 2017,-108.804085,40.090515,RIO BLANCO COUNTY,MATCH
-107.775909,39.529575,328,Rifle Senior Center,50 Ute Drive,Rifle,CO,81650,970-945-9191 xt 3061,Congregate Meal Sites,March 2017,-107.775909,39.529575,GARFIELD COUNTY,MATCH
-107.661438,39.54697,329,Burning Mountain Fire Station,201 Main Street,Silt,CO,81652,970-945-9191 xt 3061,Congregate Meal Sites,March 2017,-107.661438,39.54697,GARFIELD COUNTY,MATCH
-106.848724,40.493988,330,Steamboat Springs Community Center,1605 Lincoln Avenue,Steamboat Springs,CO,80487,970-879-0633,Congregate Meal Sites,March 2017,-106.848724,40.493988,ROUTT COUNTY,MATCH
-106.839401,39.193214,331,Pitkin County Senior Center,275 Castle Creek Road,Aspen,CO,81611,970-920-5432,Congregate Meal Sites,March 2017,-106.839401,39.193214,PITKIN COUNTY,MATCH
-106.827873,39.649612,332,Golden Eagle Senior Center,715 Broadway Street,Eagle,CO,81631,970-328-8896,Congregate Meal Sites,March 2017,-106.827873,39.649612,EAGLE COUNTY,MATCH
-107.090682,39.392499,333,El Jebel Community Center,20 Eagle County Rd,El Jebel,CO,81623,970-328-7682,Congregate Meal Sites,March 2017,-107.090682,39.392499,EAGLE COUNTY,MATCH
-105.937271,40.086388,334,Granby Community Senior Center,125 North 3rd Street,Granby,CO,80446,970-887-9903,Congregate Meal Sites,March 2017,-105.937271,40.086388,GRAND COUNTY,MATCH
-106.38868,40.058723,335,Silver Spruce Apartments,106 S 6th Street,Kremmling,CO,80459,970-724-9730,Congregate Meal Sites,March 2017,-106.38868,40.058723,GRAND COUNTY,MATCH
-106.412692,39.56398,336,Maloit Park Senior Wellness Center at Vail Ski and Snowboard Academy,1951 Hwy. 24,Vail,CO,81657,970-328-8896,Congregate Meal Sites,March 2017,-106.412692,39.56398,EAGLE COUNTY,MATCH
-105.237694,38.441891,337,Golden Age Center,728 Main Street,Canon City,CO,81215,719-275-7146,Congregate Meal Sites,March 2017,-105.237694,38.441891,FREMONT COUNTY,MATCH
-105.118271,38.388287,338,Florence Community Center,100 Railroad,Florence,CO,81226,719-784-6493,Congregate Meal Sites,March 2017,-105.118271,38.388287,FREMONT COUNTY,MATCH
-106.297607,39.24741,339,Leadville Senior Center,419 W 6th,Leadville,CO,80461,719-486-1774,Congregate Meal Sites,March 2017,-106.297607,39.24741,LAKE COUNTY,MATCH
-105.992798,38.533382,340,Episcopal Church of the Ascension,349 E Street,Salida,CO,81201,719-539-6447,Congregate Meal Sites,March 2017,-105.992798,38.533382,CHAFFEE COUNTY,MATCH
-105.458237,38.135792,341,Custer County Senior Center,612 Main Street,Silver Cliff,CO,81249,719-783-9508,Congregate Meal Sites,March 2017,-105.458237,38.135792,CUSTER COUNTY,MATCH
-104.657043,37.401146,342,Aguilar Community Center,146 W Main,Aguilar,CO,81020,719-941-4265,Congregate Meal Sites,March 2017,-104.657043,37.401146,LAS ANIMAS COUNTY,MATCH
-104.715759,37.122414,343,Kennedy Senior Center,24295 CR 18.4,Segundo,CO,81082,719-846-9675,Congregate Meal Sites,March 2017,-104.715759,37.122414,LAS ANIMAS COUNTY,MATCH
-104.507744,37.179333,344,HR Sayre Senior Center,1222 San Pedro,Trinidad,CO,81082,719-846-3336,Congregate Meal Sites,March 2017,-104.507744,37.179333,LAS ANIMAS COUNTY,MATCH
-104.777596,37.621075,345,Huerfano Community Center,928 Russell,Walsenburg,CO,81089,719-738-2205,Congregate Meal Sites,March 2017,-104.777596,37.621075,HUERFANO COUNTY,MATCH
-105.171539,40.628929,346,Bellvue Senior Center,2929 N. County Rd 23,Bellvue,CO,80512,970-472-9630,Congregate Meal Sites,March 2017,-105.171539,40.628929,LARIMER COUNTY,MATCH
-105.096046,40.555553,347,Fort Collins Senior Center,1200 Raintree Drive,Fort Collins,CO,80526,970-472-9630,Congregate Meal Sites,March 2017,-105.096046,40.555553,LARIMER COUNTY,MATCH
-105.075729,40.591946,348,Northside Aztlan Community Center,112 Willow Street,Fort Collins,CO,80524,970-472-9630,Congregate Meal Sites,March 2017,-105.075729,40.591946,LARIMER COUNTY,MATCH
-105.069069,40.544556,349,Oakbrook I Apartments,3200 Stanford Road,Fort Collins,CO,80525,970-472-9630,Congregate Meal Sites,March 2017,-105.069069,40.544556,LARIMER COUNTY,MATCH
-105.069481,40.543491,350,Oakbrook II Apartments,3300 Stanford Road,Fort Collins,CO,80525,970-472-9630,Congregate Meal Sites,March 2017,-105.069481,40.543491,LARIMER COUNTY,MATCH
-105.067154,40.395325,351,Chilson Senior Center,700 E. 4th Street,Loveland,CO,80537,970-472-9630,Congregate Meal Sites,March 2017,-105.067154,40.395325,LARIMER COUNTY,MATCH
-105.081284,40.430553,352,Silverleaf I Apartments,"375 W. 37th Street, #200",Loveland,CO,80538,970-472-9630,Congregate Meal Sites,March 2017,-105.081284,40.430553,LARIMER COUNTY,MATCH
-105.081284,40.430553,353,Silverleaf II Apartments,375 W. 37th Street #200,Loveland,CO,80538,970-472-9630,Congregate Meal Sites,March 2017,-105.081284,40.430553,LARIMER COUNTY,MATCH
-105.004715,40.709503,354,Wellington Senior Center,3800 Wilson Avenue,Wellington,CO,80549,970-472-9630,Congregate Meal Sites,March 2017,-105.004715,40.709503,LARIMER COUNTY,MATCH
-105.049194,40.037601,355,Erie Recreation Center,450 Powers Street,Erie,CO,80516,303-926-2795,Congregate Meal Sites,March 2017,-105.049194,40.037601,WELD COUNTY,MATCH
-104.696808,40.377316,356,Evans Community Center,1100 37th Street,Evans,CO,80620,970-475-1132,Congregate Meal Sites,March 2017,-104.696808,40.377316,WELD COUNTY,MATCH
-104.931068,40.098671,357,Carbon Valley Recreation Center,701 5th Street,Frederick,CO,80550,303-833-7068,Congregate Meal Sites,March 2017,-104.931068,40.098671,WELD COUNTY,MATCH
-104.806404,40.078911,358,Ft Lupton Rec/Community Center,203 S Harrison Ave,Ft. Lupton,CO,80621,303-857-4200 xt 166,Congregate Meal Sites,March 2017,-104.806404,40.078911,WELD COUNTY,MATCH
-104.835281,40.028355,359,Wattenberg Community  Building,1917 Grace Ave,Ft. Lupton,CO,80621,303-854-8349,Congregate Meal Sites,March 2017,-104.835281,40.028355,WELD COUNTY,MATCH
-104.726341,40.394028,360,Birchwood Apartment,2830 West 27th St Lane,Greeley,CO,80634,970-330-6206,Congregate Meal Sites,March 2017,-104.726341,40.394028,WELD COUNTY,MATCH
-104.726929,40.425114,361,Broadview,2915 West 8th St,Greeley,CO,80634,970-352-9305,Congregate Meal Sites,March 2017,-104.726929,40.425114,WELD COUNTY,MATCH
-104.69458,40.418369,362,Greeley Manor,1000 13 Street,Greeley,CO,80631,970-356-5489,Congregate Meal Sites,March 2017,-104.69458,40.418369,WELD COUNTY,MATCH
-104.69487,40.427181,363,Greeley Senior Activitiy Center,1010 6th Strret,Greeley,CO,80631,970-350-9440,Congregate Meal Sites,March 2017,-104.69487,40.427181,WELD COUNTY,MATCH
-104.707169,40.38839,364,Greeley Senior Housing,1717 30th Strret,Greeley,CO,80631,970-395-0822,Congregate Meal Sites,March 2017,-104.707169,40.38839,WELD COUNTY,MATCH
-104.74765,40.364414,365,Hill N'Park,4205 Yosemite Drive,Greeley,CO,80634,970-330-8619,Congregate Meal Sites,March 2017,-104.74765,40.364414,WELD COUNTY,MATCH
-104.693481,40.435005,366,Rodarte Center,920 A Street,Greeley,CO,80631,970-350-9430,Congregate Meal Sites,March 2017,-104.693481,40.435005,WELD COUNTY,MATCH
-104.906288,40.336155,367,Johnstown Community Center,101 West Charlotte,Johnstown,CO,80534,970-587-5251,Congregate Meal Sites,March 2017,-104.906288,40.336155,WELD COUNTY,MATCH
-104.564423,40.38662,368,Kersey Senior Center,415 1st Street,Kersey,CO,80644,970-352-8394,Congregate Meal Sites,March 2017,-104.564423,40.38662,WELD COUNTY,MATCH
-104.701126,40.348492,369,LaSalle Commnity Center,101 Todd Ave,LaSalle,CO,80645,970-284-0900,Congregate Meal Sites,March 2017,-104.701126,40.348492,WELD COUNTY,MATCH
-104.714088,40.002983,370,Lochbuie Senior Center,501 Willow Drive,Lochbuie,CO,80603,303-659-8262,Congregate Meal Sites,March 2017,-104.714088,40.002983,WELD COUNTY,MATCH
-104.998734,40.236809,371,Mead Community Cener,441 3rd Street,Mead,CO,80542,970-535-4477,Congregate Meal Sites,March 2017,-104.998734,40.236809,WELD COUNTY,MATCH
-104.855537,40.330208,372,Milliken Community Cener,1101 Broad Street,Milliken,CO,80543,970-660-5040,Congregate Meal Sites,March 2017,-104.855537,40.330208,WELD COUNTY,MATCH
-104.782158,40.704697,373,Nunn Senior Center,775 3rd Street,Nunn,CO,80648,970-897-2459,Congregate Meal Sites,March 2017,-104.782158,40.704697,WELD COUNTY,MATCH
-104.751732,40.635548,374,Pierce Senior Center,221 Main Avenue,Pierce,CO,80650,970-834-2655,Congregate Meal Sites,March 2017,-104.751732,40.635548,WELD COUNTY,MATCH
-104.828148,40.220913,375,Platteville Community Rec Center,508 Reynolds,Platteville,CO,80651,970-785-2245 xt 1106,Congregate Meal Sites,March 2017,-104.828148,40.220913,WELD COUNTY,MATCH
-104.917007,40.479458,376,Windsor Community Center,250 N 11th  Street,Windsor,CO,80550,970-674-3500,Congregate Meal Sites,March 2017,-104.917007,40.479458,WELD COUNTY,MATCH
-105.081558,39.795933,377,Arvada / Mile High Vineyard,5445 Olde Wadsworth Blvd.,Arvada,CO,80002,720-300-3707,Congregate Meal Sites,March 2017,-105.081558,39.795933,JEFFERSON COUNTY,MATCH
-104.850311,39.72578,378,Aurora Center for Active Adults,30 Del Mar Circle,Aurora,CO,80011,303-739-7949,Congregate Meal Sites,March 2017,-104.850311,39.72578,ARAPAHOE COUNTY,MATCH
-105.482918,39.83905,379,Gilpin County Senior Services,2960 Dory Hill Road Suite # 100,Black Hawk,CO,80422,303-582-5444,Congregate Meal Sites,March 2017,-105.482918,39.83905,GILPIN COUNTY,MATCH
-104.770859,39.969986,380,Eagle View Adult Center,1150 Prairie Center Parkway,Brighton,CO,80601,303-655-2075,Congregate Meal Sites,March 2017,-104.770859,39.969986,ADAMS COUNTY,MATCH
-104.854164,39.396542,381,Castle Rock Senior Center,2323 N. Woodlands Blvd.,Castle Rock,CO,80104,303-688-9498,Congregate Meal Sites,March 2017,-104.854164,39.396542,DOUGLAS COUNTY,MATCH
-105.028702,39.722427,382,Barnum Recreation Center,360 Hooker Street,Denver,CO,80219,303-937-4655,Congregate Meal Sites,March 2017,-105.028702,39.722427,DENVER COUNTY,MATCH
-104.981155,39.741314,383,Cathedral Plaza,1575 Pennsylvania Street,Denver,CO,80203,303-837-1424,Congregate Meal Sites,March 2017,-104.981155,39.741314,DENVER COUNTY,MATCH
-105.022789,39.671669,384,College View Center/Denver Inner City Parish,2525 S. Decatur Street,Denver,CO,80219,303-350-5565,Congregate Meal Sites,March 2017,-105.022789,39.671669,DENVER COUNTY,MATCH
-105.002747,39.735489,385,Denver Inner City Parish,1212 Mariposa,Denver,CO,80204,303-629-0636 xt 230,Congregate Meal Sites,March 2017,-105.002747,39.735489,DENVER COUNTY,MATCH
-104.931473,39.709949,386,Jewish Community Center,350 South Dahlia Street,Denver,CO,80246,303-316-6359,Congregate Meal Sites,March 2017,-104.931473,39.709949,DENVER COUNTY,MATCH
-105.004326,39.733757,387,La Alma Recreation Center,1325 West 11th Avenue,Denver,CO,80204,303-572-4790,Congregate Meal Sites,March 2017,-105.004326,39.733757,DENVER COUNTY,MATCH
-105.050865,39.741776,388,Maltese Cross Manor Apartments,1590 Yates Street,Denver,CO,80204,303-629-5138,Congregate Meal Sites,March 2017,-105.050865,39.741776,JEFFERSON COUNTY,MATCH
-105.040581,39.740837,389,Metro Village Apartments,1523 Quitman Street,Denver,CO,80204,303-572-7716,Congregate Meal Sites,March 2017,-105.040581,39.740837,DENVER COUNTY,MATCH
-104.806702,39.790234,390,Montbello Recreation Center,15555 East 53rd Avenue.,Denver,CO,80239,720-865-0580,Congregate Meal Sites,March 2017,-104.806702,39.790234,DENVER COUNTY,MATCH
-104.834129,39.775986,391,Montbello Manor / VOA,4355 Carson Street,Denver,CO,80239,720-374-4955,Congregate Meal Sites,March 2017,-104.834129,39.775986,DENVER COUNTY,MATCH
-105.034187,39.736515,392,Mulroy Senior Center,3550 W. 13th Avenue,Denver,CO,80204,303-892-1540,Congregate Meal Sites,March 2017,-105.034187,39.736515,DENVER COUNTY,MATCH
-104.976501,39.744801,393,Senior Support Services,846 East 18th Avenue,Denver,CO,80218,303-832-1622,Congregate Meal Sites,March 2017,-104.976501,39.744801,DENVER COUNTY,MATCH
-104.994293,39.751732,394,Sunset Park Senior Center/ VOA,1865 Larimer Street,Denver,CO,80202,303-297-0230,Congregate Meal Sites,March 2017,-104.994293,39.751732,DENVER COUNTY,MATCH
-104.993561,39.752312,395,Sunset Towers / VOA,1925 Larimer Street,Denver,CO,80202,303-292-2065,Congregate Meal Sites,March 2017,-104.993561,39.752312,DENVER COUNTY,MATCH
-104.978249,39.749413,396,Thomas Bean Towers,2350 Cleveland Place,Denver,CO,80205,720-956-3846,Congregate Meal Sites,March 2017,-104.978249,39.749413,DENVER COUNTY,MATCH
-105.034378,39.698475,397,Westwood Community Center,1000 South Lowell,Denver,CO,80219,303-934-2181,Congregate Meal Sites,March 2017,-105.034378,39.698475,DENVER COUNTY,MATCH
-104.928047,39.763832,398,Zion Senior Center,5151 East 33rd Avenue,Denver,CO,80207,303-333-5746,Congregate Meal Sites,March 2017,-104.928047,39.763832,DENVER COUNTY,MATCH
-104.986305,39.655327,399,Englewood/Malley Senior Center,3380 South Lincoln Street,Englewood,CO,80113,303-762-2660,Congregate Meal Sites,March 2017,-104.986305,39.655327,ARAPAHOE COUNTY,MATCH
-105.697845,39.706455,400,Georgetown Community Center,6th and Argentine Street,Georgetown,CO,80444,303-567-2382,Congregate Meal Sites,March 2017,-105.697845,39.706455,CLEAR CREEK COUNTY,MATCH
-105.200005,39.742443,401,Golden/First Presbyterian,17707 West 16th Avenue,Golden,CO,80401,303-279-7450,Congregate Meal Sites,March 2017,-105.200005,39.742443,JEFFERSON COUNTY,MATCH
-105.517967,39.74184,402,Idaho Springs/Project Support,1402 Miner Street,Idaho Springs,CO,80452,303-567-2382,Congregate Meal Sites,March 2017,-105.517967,39.74184,CLEAR CREEK COUNTY,MATCH
-105.083633,39.741745,403,Clements Community Center,1580 Yarrow Street,Lakewood,CO,80214,303-987-4833,Congregate Meal Sites,March 2017,-105.083633,39.741745,JEFFERSON COUNTY,MATCH
-105.027786,39.83445,404,Westminster Commons Apartments,3180 West 76th Ave.,Westminster,CO,80030,303-428-2786,Congregate Meal Sites,March 2017,-105.027786,39.83445,JEFFERSON COUNTY,MATCH
-105.067192,39.769302,405,Highland South Apartments,6360 West 38th Avenue  Bldg. B,Wheat Ridge,CO,80033,303-940-2068,Congregate Meal Sites,March 2017,-105.067192,39.769302,JEFFERSON COUNTY,MATCH
-105.509814,40.189397,406,Highlands Presbyterian Camp,,Allenspark,CO,80510,303-441-4995,Congregate Meal Sites,March 2017,-105.509814,40.189397,BOULDER COUNTY,MATCH
-105.161285,39.974033,407,Louisville Senior Center - Brooks Caf‚,900 W Via Appia Way,Louisville,CO,80027,303-335-4903,Congregate Meal Sites,March 2017,-105.161285,39.974033,BOULDER COUNTY,MATCH
-105.511604,39.964711,408,Nederland Community Center,750 Hwy 72 North,Nederland,CO,80466,303-258-0799,Congregate Meal Sites,March 2017,-105.511604,39.964711,BOULDER COUNTY,MATCH
-105.282967,40.025654,409,Boulder Community Hospital,"1155 Alpine Ave., Medical Pavilion Bldg., Gene Wilson Conference Room B, Ground Level",Boulder,CO,80304,303.494.7515,Diabetes Resources,August 2014,-105.282967,40.025654,BOULDER COUNTY,MATCH
-105.270547,40.014984,410,"Boulder County Area Agency on Aging, Diabetes Support Group",n/a,Boulder,CO,0,303.678.6115,Diabetes Resources,August 2014,-105.270547,40.014984,BOULDER COUNTY,CORRECTED
