OBJECTID,FIPS,Life_Expectancy_Label,COUNTY,TRACT_NAME,LE_20102015,LE_StdError,LE_L95CI,LE_U95CI,LE_STATE
345,08013012501,84.3 Years (95% C.I. 77.8 - 90.8 Years),BOULDER,"Census Tract 125.01, Boulder County, Colorado",84.3,3.33,77.8,90.8,80.5
346,08013012603,86.3 Years (95% C.I. 79.6 - 93 Years),BOULDER,"Census Tract 126.03, Boulder County, Colorado",86.3,3.4,79.6,93,80.5
347,08013012511,80.6 Years (95% C.I. 78.9 - 82.3 Years),BOULDER,"Census Tract 125.11, Boulder County, Colorado",80.6,0.85,78.9,82.3,80.5
348,08013012709,83.8 Years (95% C.I. 79.9 - 87.7 Years),BOULDER,"Census Tract 127.09, Boulder County, Colorado",83.8,2.01,79.9,87.7,80.5
349,08075966300,78.7 Years (95% C.I. 77.2 - 80.2 Years),LOGAN,"Census Tract 9663, Logan County, Colorado",78.7,0.75,77.2,80.2,80.5
350,08075966200,78 Years (95% C.I. 74.3 - 81.7 Years),LOGAN,"Census Tract 9662, Logan County, Colorado",78,1.91,74.3,81.7,80.5
351,08075966100,78.7 Years (95% C.I. 77.1 - 80.3 Years),LOGAN,"Census Tract 9661, Logan County, Colorado",78.7,0.84,77.1,80.3,80.5
352,08075966000,77.5 Years (95% C.I. 72.8 - 82.2 Years),LOGAN,"Census Tract 9660, Logan County, Colorado",77.5,2.38,72.8,82.2,80.5
353,08075966400,77.3 Years (95% C.I. 74.5 - 80.1 Years),LOGAN,"Census Tract 9664, Logan County, Colorado",77.3,1.42,74.5,80.1,80.5
354,08075965900,78.9 Years (95% C.I. 75.6 - 82.2 Years),LOGAN,"Census Tract 9659, Logan County, Colorado",78.9,1.68,75.6,82.2,80.5
355,08013060800,78.4 Years (95% C.I. 75.7 - 81.1 Years),BOULDER,"Census Tract 608, Boulder County, Colorado",78.4,1.36,75.7,81.1,80.5
356,08013013505,76.8 Years (95% C.I. 74 - 79.6 Years),BOULDER,"Census Tract 135.05, Boulder County, Colorado",76.8,1.44,74,79.6,80.5
357,08013013212,79.8 Years (95% C.I. 77.7 - 81.9 Years),BOULDER,"Census Tract 132.12, Boulder County, Colorado",79.8,1.06,77.7,81.9,80.5
358,08013013508,83.3 Years (95% C.I. 78 - 88.6 Years),BOULDER,"Census Tract 135.08, Boulder County, Colorado",83.3,2.71,78,88.6,80.5
359,08013013506,82.9 Years (95% C.I. 78.4 - 87.4 Years),BOULDER,"Census Tract 135.06, Boulder County, Colorado",82.9,2.3,78.4,87.4,80.5
360,08013013213,79.2 Years (95% C.I. 74.8 - 83.6 Years),BOULDER,"Census Tract 132.13, Boulder County, Colorado",79.2,2.23,74.8,83.6,80.5
361,08013012608,73.9 Years (95% C.I. 71.2 - 76.6 Years),BOULDER,"Census Tract 126.08, Boulder County, Colorado",73.9,1.39,71.2,76.6,80.5
362,08013060600,79.5 Years (95% C.I. 75 - 84 Years),BOULDER,"Census Tract 606, Boulder County, Colorado",79.5,2.3,75,84,80.5
363,08013060700,82.6 Years (95% C.I. 78.2 - 87 Years),BOULDER,"Census Tract 607, Boulder County, Colorado",82.6,2.25,78.2,87,80.5
364,08013013005,84.4 Years (95% C.I. 78.8 - 90 Years),BOULDER,"Census Tract 130.05, Boulder County, Colorado",84.4,2.84,78.8,90,80.5
365,08013013004,80.6 Years (95% C.I. 75.2 - 86 Years),BOULDER,"Census Tract 130.04, Boulder County, Colorado",80.6,2.78,75.2,86,80.5
366,08013012102,80.3 Years (95% C.I. 76.5 - 84.1 Years),BOULDER,"Census Tract 121.02, Boulder County, Colorado",80.3,1.92,76.5,84.1,80.5
367,08013012105,83.1 Years (95% C.I. 78.1 - 88.1 Years),BOULDER,"Census Tract 121.05, Boulder County, Colorado",83.1,2.54,78.1,88.1,80.5
368,08013012104,81.5 Years (95% C.I. 76.7 - 86.3 Years),BOULDER,"Census Tract 121.04, Boulder County, Colorado",81.5,2.43,76.7,86.3,80.5
369,08013012904,80.6 Years (95% C.I. 77.2 - 84 Years),BOULDER,"Census Tract 129.04, Boulder County, Colorado",80.6,1.76,77.2,84,80.5
370,08013012707,79.9 Years (95% C.I. 76.9 - 82.9 Years),BOULDER,"Census Tract 127.07, Boulder County, Colorado",79.9,1.53,76.9,82.9,80.5
371,08013012905,81.6 Years (95% C.I. 76.2 - 87 Years),BOULDER,"Census Tract 129.05, Boulder County, Colorado",81.6,2.75,76.2,87,80.5
372,08013012800,88.5 Years (95% C.I. 82.2 - 94.8 Years),BOULDER,"Census Tract 128, Boulder County, Colorado",88.5,3.2,82.2,94.8,80.5
373,08123001412,75.8 Years (95% C.I. 70.7 - 80.9 Years),WELD,"Census Tract 14.12, Weld County, Colorado",75.8,2.62,70.7,80.9,80.5
374,08123001407,82.2 Years (95% C.I. 78.5 - 85.9 Years),WELD,"Census Tract 14.07, Weld County, Colorado",82.2,1.87,78.5,85.9,80.5
375,08123001408,79.9 Years (95% C.I. 75.8 - 84 Years),WELD,"Census Tract 14.08, Weld County, Colorado",79.9,2.08,75.8,84,80.5
376,08123001405,80.4 Years (95% C.I. 76.2 - 84.6 Years),WELD,"Census Tract 14.05, Weld County, Colorado",80.4,2.15,76.2,84.6,80.5
377,08123001406,81.3 Years (95% C.I. 77.6 - 85 Years),WELD,"Census Tract 14.06, Weld County, Colorado",81.3,1.88,77.6,85,80.5
378,08123001414,80 Years (95% C.I. 76.8 - 83.2 Years),WELD,"Census Tract 14.14, Weld County, Colorado",80,1.64,76.8,83.2,80.5
379,08123001003,75.9 Years (95% C.I. 71.8 - 80 Years),WELD,"Census Tract 10.03, Weld County, Colorado",75.9,2.12,71.8,80,80.5
380,08123002207,83.1 Years (95% C.I. 76.2 - 90 Years),WELD,"Census Tract 22.07, Weld County, Colorado",83.1,3.51,76.2,90,80.5
381,08123001908,79.1 Years (95% C.I. 74.7 - 83.5 Years),WELD,"Census Tract 19.08, Weld County, Colorado",79.1,2.22,74.7,83.5,80.5
382,08123002010,79.8 Years (95% C.I. 74.3 - 85.3 Years),WELD,"Census Tract 20.10, Weld County, Colorado",79.8,2.83,74.3,85.3,80.5
383,08123002103,82.5 Years (95% C.I. 76.3 - 88.7 Years),WELD,"Census Tract 21.03, Weld County, Colorado",82.5,3.14,76.3,88.7,80.5
384,08123001410,83.7 Years (95% C.I. 80.6 - 86.8 Years),WELD,"Census Tract 14.10, Weld County, Colorado",83.7,1.6,80.6,86.8,80.5
385,08123001417,80.7 Years (95% C.I. 73.1 - 88.3 Years),WELD,"Census Tract 14.17, Weld County, Colorado",80.7,3.86,73.1,88.3,80.5
386,08123001416,85.1 Years (95% C.I. 79.5 - 90.7 Years),WELD,"Census Tract 14.16, Weld County, Colorado",85.1,2.86,79.5,90.7,80.5
387,08123001005,76.4 Years (95% C.I. 73 - 79.8 Years),WELD,"Census Tract 10.05, Weld County, Colorado",76.4,1.76,73,79.8,80.5
388,08123001004,74.4 Years (95% C.I. 71.3 - 77.5 Years),WELD,"Census Tract 10.04, Weld County, Colorado",74.4,1.59,71.3,77.5,80.5
389,08123000705,74.4 Years (95% C.I. 67.8 - 81 Years),WELD,"Census Tract 7.05, Weld County, Colorado",74.4,3.35,67.8,81,80.5
390,08123000800,73.2 Years (95% C.I. 70.4 - 76 Years),WELD,"Census Tract 8, Weld County, Colorado",73.2,1.45,70.4,76,80.5
391,08123000100,75.6 Years (95% C.I. 73 - 78.2 Years),WELD,"Census Tract 1, Weld County, Colorado",75.6,1.3,73,78.2,80.5
392,08123000900,81 Years (95% C.I. 78.5 - 83.5 Years),WELD,"Census Tract 9, Weld County, Colorado",81,1.26,78.5,83.5,80.5
393,08123000402,80.4 Years (95% C.I. 74.6 - 86.2 Years),WELD,"Census Tract 4.02, Weld County, Colorado",80.4,2.94,74.6,86.2,80.5
394,08123001202,73.9 Years (95% C.I. 68 - 79.8 Years),WELD,"Census Tract 12.02, Weld County, Colorado",73.9,3.01,68,79.8,80.5
395,08123001300,75.6 Years (95% C.I. 72.6 - 78.6 Years),WELD,"Census Tract 13, Weld County, Colorado",75.6,1.53,72.6,78.6,80.5
396,08123001201,75.6 Years (95% C.I. 71.7 - 79.5 Years),WELD,"Census Tract 12.01, Weld County, Colorado",75.6,1.99,71.7,79.5,80.5
397,08123000502,77.8 Years (95% C.I. 71.3 - 84.3 Years),WELD,"Census Tract 5.02, Weld County, Colorado",77.8,3.29,71.3,84.3,80.5
398,08123000401,78.5 Years (95% C.I. 75.1 - 81.9 Years),WELD,"Census Tract 4.01, Weld County, Colorado",78.5,1.72,75.1,81.9,80.5
399,08123001100,76.2 Years (95% C.I. 73.6 - 78.8 Years),WELD,"Census Tract 11, Weld County, Colorado",76.2,1.32,73.6,78.8,80.5
400,08123001800,80.7 Years (95% C.I. 78.3 - 83.1 Years),WELD,"Census Tract 18, Weld County, Colorado",80.7,1.23,78.3,83.1,80.5
401,08123000600,76.1 Years (95% C.I. 69.4 - 82.8 Years),WELD,"Census Tract 6, Weld County, Colorado",76.1,3.44,69.4,82.8,80.5
402,08123001700,88 Years (95% C.I. 82.1 - 93.9 Years),WELD,"Census Tract 17, Weld County, Colorado",88,3,82.1,93.9,80.5
403,08123001404,80.5 Years (95% C.I. 73.7 - 87.3 Years),WELD,"Census Tract 14.04, Weld County, Colorado",80.5,3.45,73.7,87.3,80.5
404,08123002502,81.6 Years (95% C.I. 77.6 - 85.6 Years),WELD,"Census Tract 25.02, Weld County, Colorado",81.6,2.04,77.6,85.6,80.5
405,08123001902,77.9 Years (95% C.I. 73 - 82.8 Years),WELD,"Census Tract 19.02, Weld County, Colorado",77.9,2.51,73,82.8,80.5
406,08123001500,78.7 Years (95% C.I. 76.5 - 80.9 Years),WELD,"Census Tract 15, Weld County, Colorado",78.7,1.12,76.5,80.9,80.5
407,08123002300,83.9 Years (95% C.I. 79.3 - 88.5 Years),WELD,"Census Tract 23, Weld County, Colorado",83.9,2.36,79.3,88.5,80.5
408,08123000701,77.2 Years (95% C.I. 74.2 - 80.2 Years),WELD,"Census Tract 7.01, Weld County, Colorado",77.2,1.53,74.2,80.2,80.5
409,08123001600,76.8 Years (95% C.I. 72 - 81.6 Years),WELD,"Census Tract 16, Weld County, Colorado",76.8,2.43,72,81.6,80.5
410,08123002501,83 Years (95% C.I. 78.8 - 87.2 Years),WELD,"Census Tract 25.01, Weld County, Colorado",83,2.14,78.8,87.2,80.5
411,08123000501,77.3 Years (95% C.I. 74.2 - 80.4 Years),WELD,"Census Tract 5.01, Weld County, Colorado",77.3,1.58,74.2,80.4,80.5
412,08123002013,78.5 Years (95% C.I. 71.9 - 85.1 Years),WELD,"Census Tract 20.13, Weld County, Colorado",78.5,3.36,71.9,85.1,80.5
413,08121924200,80.3 Years (95% C.I. 77.8 - 82.8 Years),WASHINGTON,"Census Tract 9242, Washington County, Colorado",80.3,1.29,77.8,82.8,80.5
414,08123002102,84 Years (95% C.I. 78.9 - 89.1 Years),WELD,"Census Tract 21.02, Weld County, Colorado",84,2.61,78.9,89.1,80.5
415,08123002101,78.6 Years (95% C.I. 74.8 - 82.4 Years),WELD,"Census Tract 21.01, Weld County, Colorado",78.6,1.92,74.8,82.4,80.5
416,08123002209,88.5 Years (95% C.I. 81.4 - 95.6 Years),WELD,"Census Tract 22.09, Weld County, Colorado",88.5,3.64,81.4,95.6,80.5
417,08123002206,80.1 Years (95% C.I. 76.2 - 84 Years),WELD,"Census Tract 22.06, Weld County, Colorado",80.1,1.98,76.2,84,80.5
418,08123002205,75.5 Years (95% C.I. 73.1 - 77.9 Years),WELD,"Census Tract 22.05, Weld County, Colorado",75.5,1.25,73.1,77.9,80.5
419,08014031100,80.5 Years (95% C.I. 77.6 - 83.4 Years),BROOMFIELD,"Census Tract 311, Broomfield County, Colorado",80.5,1.47,77.6,83.4,80.5
420,08014031400,85.4 Years (95% C.I. 79.7 - 91.1 Years),BROOMFIELD,"Census Tract 314, Broomfield County, Colorado",85.4,2.91,79.7,91.1,80.5
421,08014030600,78.1 Years (95% C.I. 73.6 - 82.6 Years),BROOMFIELD,"Census Tract 306, Broomfield County, Colorado",78.1,2.28,73.6,82.6,80.5
422,08014030900,81.1 Years (95% C.I. 78.4 - 83.8 Years),BROOMFIELD,"Census Tract 309, Broomfield County, Colorado",81.1,1.37,78.4,83.8,80.5
423,08014030800,79.3 Years (95% C.I. 75.3 - 83.3 Years),BROOMFIELD,"Census Tract 308, Broomfield County, Colorado",79.3,2.05,75.3,83.3,80.5
424,08014031000,84.9 Years (95% C.I. 78.6 - 91.2 Years),BROOMFIELD,"Census Tract 310, Broomfield County, Colorado",84.9,3.2,78.6,91.2,80.5
425,08123002203,81.4 Years (95% C.I. 76.6 - 86.2 Years),WELD,"Census Tract 22.03, Weld County, Colorado",81.4,2.47,76.6,86.2,80.5
426,08123002014,77.6 Years (95% C.I. 73.7 - 81.5 Years),WELD,"Census Tract 20.14, Weld County, Colorado",77.6,2,73.7,81.5,80.5
427,08123001907,79.7 Years (95% C.I. 75.8 - 83.6 Years),WELD,"Census Tract 19.07, Weld County, Colorado",79.7,1.99,75.8,83.6,80.5
428,08123001905,80.6 Years (95% C.I. 75.2 - 86 Years),WELD,"Census Tract 19.05, Weld County, Colorado",80.6,2.74,75.2,86,80.5
429,08014030500,84.3 Years (95% C.I. 80 - 88.6 Years),BROOMFIELD,"Census Tract 305, Broomfield County, Colorado",84.3,2.21,80,88.6,80.5
430,08014030300,76.1 Years (95% C.I. 73.7 - 78.5 Years),BROOMFIELD,"Census Tract 303, Broomfield County, Colorado",76.1,1.23,73.7,78.5,80.5
431,08014030000,81.4 Years (95% C.I. 76.7 - 86.1 Years),BROOMFIELD,"Census Tract 300, Broomfield County, Colorado",81.4,2.4,76.7,86.1,80.5
432,08014030100,78.8 Years (95% C.I. 75.6 - 82 Years),BROOMFIELD,"Census Tract 301, Broomfield County, Colorado",78.8,1.61,75.6,82,80.5
433,08014030400,82 Years (95% C.I. 77 - 87 Years),BROOMFIELD,"Census Tract 304, Broomfield County, Colorado",82,2.54,77,87,80.5
434,08014031200,81.1 Years (95% C.I. 76.7 - 85.5 Years),BROOMFIELD,"Census Tract 312, Broomfield County, Colorado",81.1,2.27,76.7,85.5,80.5
435,08014030700,78.9 Years (95% C.I. 71.7 - 86.1 Years),BROOMFIELD,"Census Tract 307, Broomfield County, Colorado",78.9,3.67,71.7,86.1,80.5
436,08123002020,81.2 Years (95% C.I. 75.4 - 87 Years),WELD,"Census Tract 20.20, Weld County, Colorado",81.2,2.94,75.4,87,80.5
437,08123002018,73.5 Years (95% C.I. 66.7 - 80.3 Years),WELD,"Census Tract 20.18, Weld County, Colorado",73.5,3.49,66.7,80.3,80.5
438,08123002019,76.2 Years (95% C.I. 71.7 - 80.7 Years),WELD,"Census Tract 20.19, Weld County, Colorado",76.2,2.29,71.7,80.7,80.5
439,08123002008,82.1 Years (95% C.I. 77.5 - 86.7 Years),WELD,"Census Tract 20.08, Weld County, Colorado",82.1,2.37,77.5,86.7,80.5
440,08123002007,82.3 Years (95% C.I. 77.8 - 86.8 Years),WELD,"Census Tract 20.07, Weld County, Colorado",82.3,2.29,77.8,86.8,80.5
441,08123002004,74.4 Years (95% C.I. 71.1 - 77.7 Years),WELD,"Census Tract 20.04, Weld County, Colorado",74.4,1.67,71.1,77.7,80.5
442,08123000703,79.5 Years (95% C.I. 73.2 - 85.8 Years),WELD,"Census Tract 7.03, Weld County, Colorado",79.5,3.19,73.2,85.8,80.5
443,08123001006,79.5 Years (95% C.I. 76.8 - 82.2 Years),WELD,"Census Tract 10.06, Weld County, Colorado",79.5,1.37,76.8,82.2,80.5
444,08123001413,79.2 Years (95% C.I. 75.6 - 82.8 Years),WELD,"Census Tract 14.13, Weld County, Colorado",79.2,1.86,75.6,82.8,80.5
445,08123001415,82.1 Years (95% C.I. 77.1 - 87.1 Years),WELD,"Census Tract 14.15, Weld County, Colorado",82.1,2.53,77.1,87.1,80.5
446,08123001409,79.1 Years (95% C.I. 76.3 - 81.9 Years),WELD,"Census Tract 14.09, Weld County, Colorado",79.1,1.44,76.3,81.9,80.5
447,08047013800,81.8 Years (95% C.I. 75.3 - 88.3 Years),GILPIN,"Census Tract 138, Gilpin County, Colorado",81.8,3.33,75.3,88.3,80.5
448,08071000800,82.2 Years (95% C.I. 78 - 86.4 Years),LAS ANIMAS,"Census Tract 8, Las Animas County, Colorado",82.2,2.14,78,86.4,80.5
449,08071000100,78 Years (95% C.I. 74.6 - 81.4 Years),LAS ANIMAS,"Census Tract 1, Las Animas County, Colorado",78,1.71,74.6,81.4,80.5
450,08071000200,82.4 Years (95% C.I. 77.8 - 87 Years),LAS ANIMAS,"Census Tract 2, Las Animas County, Colorado",82.4,2.35,77.8,87,80.5
451,08071000300,80.7 Years (95% C.I. 74.2 - 87.2 Years),LAS ANIMAS,"Census Tract 3, Las Animas County, Colorado",80.7,3.3,74.2,87.2,80.5
452,08071000500,72.7 Years (95% C.I. 69.5 - 75.9 Years),LAS ANIMAS,"Census Tract 5, Las Animas County, Colorado",72.7,1.64,69.5,75.9,80.5
453,08071000400,75.7 Years (95% C.I. 71.1 - 80.3 Years),LAS ANIMAS,"Census Tract 4, Las Animas County, Colorado",75.7,2.32,71.1,80.3,80.5
454,08043979400,79 Years (95% C.I. 76.7 - 81.3 Years),FREMONT,"Census Tract 9794, Fremont County, Colorado",79,1.16,76.7,81.3,80.5
455,08043979100,75.7 Years (95% C.I. 72.9 - 78.5 Years),FREMONT,"Census Tract 9791, Fremont County, Colorado",75.7,1.42,72.9,78.5,80.5
456,08043978100,75.3 Years (95% C.I. 72.5 - 78.1 Years),FREMONT,"Census Tract 9781, Fremont County, Colorado",75.3,1.45,72.5,78.1,80.5
457,08043978200,73.8 Years (95% C.I. 70.7 - 76.9 Years),FREMONT,"Census Tract 9782, Fremont County, Colorado",73.8,1.58,70.7,76.9,80.5
458,08043979200,72.6 Years (95% C.I. 68.2 - 77 Years),FREMONT,"Census Tract 9792, Fremont County, Colorado",72.6,2.26,68.2,77,80.5
459,08043978800,74.3 Years (95% C.I. 70.1 - 78.5 Years),FREMONT,"Census Tract 9788, Fremont County, Colorado",74.3,2.16,70.1,78.5,80.5
460,08043978600,76.2 Years (95% C.I. 72.7 - 79.7 Years),FREMONT,"Census Tract 9786, Fremont County, Colorado",76.2,1.78,72.7,79.7,80.5
461,08043978300,77.7 Years (95% C.I. 74.7 - 80.7 Years),FREMONT,"Census Tract 9783, Fremont County, Colorado",77.7,1.55,74.7,80.7,80.5
462,08043978500,72.2 Years (95% C.I. 70.1 - 74.3 Years),FREMONT,"Census Tract 9785, Fremont County, Colorado",72.2,1.09,70.1,74.3,80.5
463,08043978400,79.4 Years (95% C.I. 76 - 82.8 Years),FREMONT,"Census Tract 9784, Fremont County, Colorado",79.4,1.75,76,82.8,80.5
464,08001008709,76.8 Years (95% C.I. 73.2 - 80.4 Years),ADAMS,"Census Tract 87.09, Adams County, Colorado",76.8,1.82,73.2,80.4,80.5
465,08001009751,72.3 Years (95% C.I. 68.2 - 76.4 Years),ADAMS,"Census Tract 97.51, Adams County, Colorado",72.3,2.1,68.2,76.4,80.5
466,08001009752,79.4 Years (95% C.I. 73.6 - 85.2 Years),ADAMS,"Census Tract 97.52, Adams County, Colorado",79.4,2.97,73.6,85.2,80.5
467,08001007801,74.4 Years (95% C.I. 66.6 - 82.2 Years),ADAMS,"Census Tract 78.01, Adams County, Colorado",74.4,3.97,66.6,82.2,80.5
468,08001008309,75 Years (95% C.I. 71.4 - 78.6 Years),ADAMS,"Census Tract 83.09, Adams County, Colorado",75,1.81,71.4,78.6,80.5
469,08001008308,72.3 Years (95% C.I. 69.5 - 75.1 Years),ADAMS,"Census Tract 83.08, Adams County, Colorado",72.3,1.4,69.5,75.1,80.5
470,08001008100,80.9 Years (95% C.I. 77 - 84.8 Years),ADAMS,"Census Tract 81, Adams County, Colorado",80.9,1.97,77,84.8,80.5
471,08001008000,77.2 Years (95% C.I. 74.7 - 79.7 Years),ADAMS,"Census Tract 80, Adams County, Colorado",77.2,1.3,74.7,79.7,80.5
472,08001008353,79.4 Years (95% C.I. 73.8 - 85 Years),ADAMS,"Census Tract 83.53, Adams County, Colorado",79.4,2.88,73.8,85,80.5
473,08001007900,69.8 Years (95% C.I. 66.7 - 72.9 Years),ADAMS,"Census Tract 79, Adams County, Colorado",69.8,1.6,66.7,72.9,80.5
474,08027970100,82.7 Years (95% C.I. 78 - 87.4 Years),CUSTER,"Census Tract 9701, Custer County, Colorado",82.7,2.4,78,87.4,80.5
475,08025969600,76.4 Years (95% C.I. 75 - 77.8 Years),CROWLEY,"Census Tract 9696, Crowley County, Colorado",76.4,0.7,75,77.8,80.5
476,08089968100,72.3 Years (95% C.I. 68.8 - 75.8 Years),OTERO,"Census Tract 9681, Otero County, Colorado",72.3,1.81,68.8,75.8,80.5
477,08089968200,77.5 Years (95% C.I. 74.6 - 80.4 Years),OTERO,"Census Tract 9682, Otero County, Colorado",77.5,1.48,74.6,80.4,80.5
478,08089968400,78.9 Years (95% C.I. 72.9 - 84.9 Years),OTERO,"Census Tract 9684, Otero County, Colorado",78.9,3.05,72.9,84.9,80.5
479,08089968300,77.5 Years (95% C.I. 74.7 - 80.3 Years),OTERO,"Census Tract 9683, Otero County, Colorado",77.5,1.42,74.7,80.3,80.5
480,08089968600,73.7 Years (95% C.I. 71.4 - 76 Years),OTERO,"Census Tract 9686, Otero County, Colorado",73.7,1.17,71.4,76,80.5
481,08089968000,74.9 Years (95% C.I. 71.7 - 78.1 Years),OTERO,"Census Tract 9680, Otero County, Colorado",74.9,1.62,71.7,78.1,80.5
482,08089968500,83.8 Years (95% C.I. 76.7 - 90.9 Years),OTERO,"Census Tract 9685, Otero County, Colorado",83.8,3.64,76.7,90.9,80.5
483,08011966700,78 Years (95% C.I. 75.4 - 80.6 Years),BENT,"Census Tract 9667, Bent County, Colorado",78,1.32,75.4,80.6,80.5
484,08017960600,89.5 Years (95% C.I. 83.9 - 95.1 Years),CHEYENNE,"Census Tract 9606, Cheyenne County, Colorado",89.5,2.87,83.9,95.1,80.5
485,08039961209,78.6 Years (95% C.I. 74.1 - 83.1 Years),ELBERT,"Census Tract 9612.09, Elbert County, Colorado",78.6,2.28,74.1,83.1,80.5
486,08039961208,79.9 Years (95% C.I. 77.6 - 82.2 Years),ELBERT,"Census Tract 9612.08, Elbert County, Colorado",79.9,1.18,77.6,82.2,80.5
487,08039961207,81 Years (95% C.I. 77.2 - 84.8 Years),ELBERT,"Census Tract 9612.07, Elbert County, Colorado",81,1.94,77.2,84.8,80.5
488,08039961206,81.1 Years (95% C.I. 77 - 85.2 Years),ELBERT,"Census Tract 9612.06, Elbert County, Colorado",81.1,2.08,77,85.2,80.5
489,08039961205,79.8 Years (95% C.I. 73.9 - 85.7 Years),ELBERT,"Census Tract 9612.05, Elbert County, Colorado",79.8,3.02,73.9,85.7,80.5
490,08039961204,80.1 Years (95% C.I. 76.4 - 83.8 Years),ELBERT,"Census Tract 9612.04, Elbert County, Colorado",80.1,1.9,76.4,83.8,80.5
491,08039961100,83.1 Years (95% C.I. 78 - 88.2 Years),ELBERT,"Census Tract 9611, Elbert County, Colorado",83.1,2.6,78,88.2,80.5
492,08001007802,74.3 Years (95% C.I. 69.8 - 78.8 Years),ADAMS,"Census Tract 78.02, Adams County, Colorado",74.3,2.31,69.8,78.8,80.5
493,08023972700,78.9 Years (95% C.I. 76.5 - 81.3 Years),COSTILLA,"Census Tract 9727, Costilla County, Colorado",78.9,1.23,76.5,81.3,80.5
494,08023972600,80.1 Years (95% C.I. 78.3 - 81.9 Years),COSTILLA,"Census Tract 9726, Costilla County, Colorado",80.1,0.93,78.3,81.9,80.5
495,08001008200,76.6 Years (95% C.I. 72.7 - 80.5 Years),ADAMS,"Census Tract 82, Adams County, Colorado",76.6,1.99,72.7,80.5,80.5
496,08059010406,73.9 Years (95% C.I. 70.4 - 77.4 Years),JEFFERSON,"Census Tract 104.06, Jefferson County, Colorado",73.9,1.8,70.4,77.4,80.5
497,08059011100,76.3 Years (95% C.I. 73.5 - 79.1 Years),JEFFERSON,"Census Tract 111, Jefferson County, Colorado",76.3,1.44,73.5,79.1,80.5
498,08059011723,76.3 Years (95% C.I. 73.3 - 79.3 Years),JEFFERSON,"Census Tract 117.23, Jefferson County, Colorado",76.3,1.54,73.3,79.3,80.5
499,08059012057,77.7 Years (95% C.I. 75.4 - 80 Years),JEFFERSON,"Census Tract 120.57, Jefferson County, Colorado",77.7,1.18,75.4,80,80.5
500,08099000700,81.9 Years (95% C.I. 77.6 - 86.2 Years),PROWERS,"Census Tract 7, Prowers County, Colorado",81.9,2.18,77.6,86.2,80.5
501,08059012050,84.9 Years (95% C.I. 79.3 - 90.5 Years),JEFFERSON,"Census Tract 120.50, Jefferson County, Colorado",84.9,2.84,79.3,90.5,80.5
502,08059011724,83.8 Years (95% C.I. 77.6 - 90 Years),JEFFERSON,"Census Tract 117.24, Jefferson County, Colorado",83.8,3.16,77.6,90,80.5
503,08059009807,77.6 Years (95% C.I. 73.5 - 81.7 Years),JEFFERSON,"Census Tract 98.07, Jefferson County, Colorado",77.6,2.08,73.5,81.7,80.5
504,08059009806,84.3 Years (95% C.I. 80.3 - 88.3 Years),JEFFERSON,"Census Tract 98.06, Jefferson County, Colorado",84.3,2.02,80.3,88.3,80.5
505,08059010402,74.8 Years (95% C.I. 72.5 - 77.1 Years),JEFFERSON,"Census Tract 104.02, Jefferson County, Colorado",74.8,1.19,72.5,77.1,80.5
506,08059011729,79.3 Years (95% C.I. 77.2 - 81.4 Years),JEFFERSON,"Census Tract 117.29, Jefferson County, Colorado",79.3,1.07,77.2,81.4,80.5
507,08059010000,80.4 Years (95% C.I. 78.4 - 82.4 Years),JEFFERSON,"Census Tract 100, Jefferson County, Colorado",80.4,1.01,78.4,82.4,80.5
508,08059012041,78.1 Years (95% C.I. 72.5 - 83.7 Years),JEFFERSON,"Census Tract 120.41, Jefferson County, Colorado",78.1,2.87,72.5,83.7,80.5
509,08073961700,83.3 Years (95% C.I. 79.6 - 87 Years),LINCOLN,"Census Tract 9617, Lincoln County, Colorado",83.3,1.87,79.6,87,80.5
510,08073961800,78.3 Years (95% C.I. 74.9 - 81.7 Years),LINCOLN,"Census Tract 9618, Lincoln County, Colorado",78.3,1.72,74.9,81.7,80.5
511,08059015800,79.7 Years (95% C.I. 76.7 - 82.7 Years),JEFFERSON,"Census Tract 158, Jefferson County, Colorado",79.7,1.52,76.7,82.7,80.5
512,08059011401,67.3 Years (95% C.I. 64.1 - 70.5 Years),JEFFERSON,"Census Tract 114.01, Jefferson County, Colorado",67.3,1.61,64.1,70.5,80.5
513,08059012059,78.7 Years (95% C.I. 76.2 - 81.2 Years),JEFFERSON,"Census Tract 120.59, Jefferson County, Colorado",78.7,1.27,76.2,81.2,80.5
514,08059009849,78.1 Years (95% C.I. 74.7 - 81.5 Years),JEFFERSON,"Census Tract 98.49, Jefferson County, Colorado",78.1,1.72,74.7,81.5,80.5
515,08059012060,78.5 Years (95% C.I. 74.3 - 82.7 Years),JEFFERSON,"Census Tract 120.60, Jefferson County, Colorado",78.5,2.14,74.3,82.7,80.5
516,08059011805,73.8 Years (95% C.I. 70.8 - 76.8 Years),JEFFERSON,"Census Tract 118.05, Jefferson County, Colorado",73.8,1.55,70.8,76.8,80.5
517,08059011806,78.5 Years (95% C.I. 76.4 - 80.6 Years),JEFFERSON,"Census Tract 118.06, Jefferson County, Colorado",78.5,1.05,76.4,80.6,80.5
518,08059011733,78.7 Years (95% C.I. 72.1 - 85.3 Years),JEFFERSON,"Census Tract 117.33, Jefferson County, Colorado",78.7,3.39,72.1,85.3,80.5
